"","4-waygrass","achmol","aegtri","agohet","aircar","amsmen","anaarv","avebar","avefat","bare","brimax","brimin","brocar","brodia","brohor","bromad","broster","calcil","callut","calpar","carpac","cardamine","casatt","cenmil","cenmil (not?)","cerglo","clapur","conarv","croset","cynech","daucpusil","delvar","diccap","dicmul","elygla","erobot","eupspa","filgal","galpar","gerdis","greenbrush","hypgla","laccil","lacser","lagophylla","latsph","linpar","lolmul","lomatium","longawnbrome","lotmic","lotpur","lotwra","lotus","lupbic","luzcom","madgra","miccal","naspul","navpub","notago","petdub","plalan","planot","poasecunda","purplecup","purpleflower","rancal","trihir","rock","shearv","shieldseed","sidalcea","sisbel","taecap","torilis","tribif","trialbo","tricil","tridub","trieri","trifuc","trigra","trihya","trilax","trimicroceph","trimicrodon","triwhite","triwil","triwra","vicsat","unktar","vicvil","vulmyu","whiterib","whorledtarweed","zigadenus","collinsia","delgra","galapa","germol","astragalus","linbic","oak","pink cup opposite","sanbip","scapec","thycur","unkforb","wood"
"1102","","","3","","","","","","","3","3","","","","2","","","","","","","","","2","","","3","","","","3","","","","","","","","2","2","","2","","","","","1","","","","2","","","","","","1","","","","","","","","","","","","","","","","2","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","2","","",""
"1118","","","4","","","","","","","5","2","","","","2","","","","","","","","","1","","","2","","","","2","","","","","","","","1","2","","2","","","","1","1","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","2","","",""
"1134","","","2","","","","","","","10","4","","","","3","","","","","","","","","3","","","2","","","","2","","","","","2","","","2","2","","2","","","","2","","","","","2","","","","1","","","2","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","2","","",""
"1150","","","","","","","","","","","2","","","1","4","","","","","","","","","","","","1","","","","4","","1","","","2","","","1","","","","","","","1","","","","","2","","","","1","","1","","","","","","","3","","","","","","","","1","2","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1103","","","2","","","","","2","","4","2","","","","3","","","","","","","","","","","","2","","","","4","","","","","","","","1","2","","3","","","","","1","","","","2","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","3","","",""
"1119","","","3","","","","","","","","3","","","","","","","","","","","","","","","","2","","","","2","","","","","","","","1","2","","3","","","","","","","","","2","","1","","1","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","2","","","","","2","","","","","","","","","","","","","","","","2","","",""
"1135","","","3","","","","","","","","5","","","","3","","","","","","","","","","","","2","","","","2","","","","","","","","1","1","","2","","","","2","","","","","1","","2","","1","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","2","","",""
"1151","","","2","","","","","","","","2","","","","4","","","","","","","","","22","","","2","","","","3","","","","","2","","","1","1","","2","","","","2","","","","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","3","","",""
"1104","","","3","","","","","","","","2","","","","3","","","","","","","","","","","","2","","","","3","","","","","1","","","1","3","","2","","","","","","","","","2","","","","2","","2","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","4","","",""
"1120","","","4","","","","","","","","2","","","","1","","","","","","","","","","","","2","","","","2","","","","","2","","","1","2","","3","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","",""
"1136","","","3","","","","","2","","50","4","","","","2","","","","","","","","","","","","3","","","","2","","","","","2","","","1","","","2","","","","2","","","","","2","","1","","2","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","2","","",""
"1152","","","","","","","","","","","2","","","","4","","","","","","","","","2","","","3","","","","3","","","","","2","","","2","","","4","","","","3","","","","","1","","","","1","","1","","","","","","","2","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","3","","",""
"1090","","","3","","","","","","","","3","","","","3","","","","","","2","","","","","","3","","","","4","","","","","1","","","","3","","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","","2","","","2","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","2","","",""
"1106","","","3","","","","","2","","8","2","","","","3","","","","","","2","","","","","","2","","","","2","","","","","","1","","2","3","","2","","","","1","","","","","1","","","","","","2","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","2","","","","","2","","","","","","","","","","","","","","","","3","","",""
"1122","","","4","","","","","2","","","5","","","","2","","","","","","","","","1","","","2","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","3","","","","","","","","","","","","","","","","","","",""
"1138","","","5","","","","","","","","4","","","","2","","","","","","","","","2","","","2","","","","","","","","","1","","","","2","","2","","","","1","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","",""
"1091","","","4","","","","","","","10","4","","","","3","","","","","","","","","","","","2","","","","2","","","","","1","","","2","2","","1","","1","","1","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","2","","","1","","","","","","","1","","","","","2","","","","","","","","","","","","","","","","1","","",""
"1107","","","3","","","","","3","","","2","","","","2","","","","","","","","","","","","1","","","","3","","","","","2","","","","2","","2","","","","1","2","","","","1","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","2","","","","","2","","","","","","","","","","","","","","","","3","","",""
"1123","","","3","","","","","","","30","3","","","","2","","","","","","","","","2","","","2","","","","3","","","","","2","","","","2","","2","","","","1","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","2","","","","","","","","","","","","","","","","1","","",""
"1139","","","3","","","","","","","","4","","","","2","","","","","","","","","1","","","3","","","","","","","","","2","","","1","2","","2","","","","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","",""
"1092","","","4","","","","","","","3","3","","","2","2","","","","","","","","","","","","2","","","","3","","","","","1","","","1","2","","1","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","1","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","",""
"1108","","","3","","","","","2","","20","2","","","","3","","","","","","","","","","","","1","","","","3","","","","","1","","","","2","","2","","","","","","","","","","","","","2","","2","1","","","","","","","","","","","","","","","","","","2","","","1","","","","","","","1","","","","","1","","","","","","","","","","2","","","","","","3","","",""
"1124","","","3","","","","","","","20","4","1","","","2","","","","","","","","","3","","","2","","","","2","","","","","","","","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","","","","","","","2","","","","","","","2","","","","","2","","","","","","","","","","","","","","","","3","","",""
"1140","","","3","","","","","1","","","4","","","2","3","","","","","","","","","2","","","2","","","","2","","","","","2","","","1","1","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","2","","",""
"1093","","","3","","","","","2","","","4","","","","2","","","","","","","","","2","","","2","","","","4","","","","","1","","","1","3","","3","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","3","","","","","2","","","","","","","","","","","","","","","","4","","",""
"1109","","","4","","","","","1","","","3","","","","2","","","","","","","","","","","","2","","","","3","","","","","2","","","","1","","2","","","","","","","","","1","","","","1","","2","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","3","","",""
"1125","","","2","","","","","","","10","3","","","","2","","","","","","","","","2","","","2","","","","2","","","","","1","","","1","2","","","","","","1","","","","","1","","","","2","","1","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","",""
"1141","","","2","","","","","1","","","4","","","2","3","","","","","","","","","","","","2","","","","","","","","","2","","","","1","","","","","","2","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","",""
"1094","","","3","","","","","","","","3","","","2","2","","","","","","2","","","2","","","3","","","","2","","","","","1","","","1","2","","2","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","","1","2","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","",""
"1110","","","3","","","","","2","","3","3","","","","2","","","1","","","","","","","","","2","","","","3","","","","","","","","1","2","","4","","","","","","","","","1","","","","","","2","3","","","","","","","","","","","","","","","","","","","","","2","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","3","","",""
"1126","","","3","","","","","","","40","4","","","","2","","","","","","","","","","","","2","","","","2","","","","","","","","1","2","","1","","","","","","","","","2","","","","2","","2","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","","","","","2","","","","","","","","","","","1","","","","","2","","",""
"1142","","","3","","","","","","","","4","","","1","3","","","","","","","","","2","","","2","","","","3","","","","","1","","","1","","","2","","","","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","2","","",""
"1095","","","2","","","","","1","","8","4","","","","2","","","","","","","","","3","","","3","","","","4","","","","","1","","","","2","","1","","","","","1","","","","","","","","2","","2","2","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","4","","",""
"1111","","","4","","","","","","","10","2","","","","3","","","","","","","","","1","","","3","","","","2","","","","","","","","","","","3","","","","1","2","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","2","","",""
"1127","","","2","","","","","1","","","3","","","","2","","","","","","","","","2","","","3","","","","3","","","","","2","","","1","1","","2","","","","","","","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","2","","","1","","","","","","","2","","","","","2","","","","","","","","","","","","","","","","3","","",""
"1143","","","1","","","","","","","10","3","","","","4","","","","","","","","","2","","","2","","","","2","","1","","","2","","","1","","","3","","","","","","","","","2","","","","","","2","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","2","","",""
"1096","","","4","","","","","1","","25","2","","","","3","","2","","","","","","","2","","","3","","","","3","","","","","","","","1","2","","2","","","","","","","","","1","","","","","","2","","","","","","","2","","","","","","","","","1","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","3","","",""
"1112","","","4","","","","","","","","2","","","","3","","","","","","","","","","","","4","","","","3","","","","","1","","","1","2","","3","","","","1","1","","","","","","1","","1","","2","2","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","",""
"1128","","","3","","","","","2","","7","2","","","","2","","","","","","","","","","","","3","","","","2","","","","","1","","","1","1","","3","","","","2","1","","","","2","","2","","1","","2","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","2","2","","",""
"1144","","","","","","","1","2","","","5","","","1","3","","","","","","","","","2","","","3","","","","2","","","","","2","","","1","","","3","","","","2","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","2","","",""
"1097","","","2","","","","","3","","","2","","","","4","","","","","","","","","2","","","2","","","","3","","1","","","1","","","1","3","","4","","","","","","","","","","","","","1","","2","","","","","","","2","","","","","","","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","",""
